ID,DeviceName,Timestamp,Compass,Accelerometer_x,Accelerometer_y,Accelerometer_z,LinearAccelerometer_x,LinearAccelerometer_y,LinearAccelerometer_z,Gyroscope_x,Gyroscope_y,Gyroscope_z,Magnetometer_x,Magnetometer_y,Magnetometer_z
charlie,MI 5,63664686848.669861,358.645203,-0.019636,0.009196,0.993756,-0.007690,0.015290,0.016530,-0.001404,0.002716,0.001190,1.411438,16.566467,-50.973511
charlie,MI 5,63664686848.660202,358.362122,-0.019636,0.010415,0.994000,-0.007842,0.027520,0.019080,-0.000793,0.001480,0.000580,1.461792,17.558289,-51.457214
charlie,MI 5,63664686848.640167,357.026337,-0.021099,0.007732,0.987902,0.011001,0.013923,-0.072253,0.002274,-0.002182,-0.000031,1.918030,17.437744,-51.605225
charlie,MI 5,63664686848.646461,359.358307,-0.018172,0.009196,0.987659,0.006198,0.016163,-0.043173,0.000427,0.000870,-0.000031,1.918030,17.437744,-51.605225
charlie,MI 5,63664686848.674446,358.645203,-0.018172,0.006513,0.995707,0.006597,-0.010988,0.035367,0.001053,-0.000351,-0.000031,1.411438,16.566467,-50.973511
charlie,MI 5,63664686848.677902,0.205832,-0.018172,0.006513,0.995707,-0.014769,-0.013237,0.018474,0.001053,-0.000351,-0.000031,0.958252,16.693115,-51.618958
charlie,MI 5,63664686848.693581,1.845735,-0.018661,0.005782,0.992537,0.001766,-0.017443,0.003972,-0.000793,0.000259,-0.000641,0.445557,18.783569,-51.806641
charlie,MI 5,63664686848.650177,359.358307,-0.018172,0.009927,0.989609,0.006186,0.023177,-0.023837,0.000427,0.000870,-0.000031,1.142883,17.271423,-52.571106
charlie,MI 5,63664686848.704575,359.897400,-0.017684,0.007001,0.993268,-0.005458,-0.003039,0.003847,-0.000793,0.000259,-0.000641,1.020813,17.965698,-51.945496
charlie,MI 5,63664686848.688911,1.845735,-0.018905,0.004805,0.993756,-0.000627,-0.027210,0.015968,0.000427,-0.001572,0.001190,0.445557,18.783569,-51.806641
charlie,MI 5,63664686848.683945,0.205832,-0.017441,0.005537,0.991804,0.013800,-0.020231,-0.003046,-0.000183,-0.000351,0.000580,0.958252,16.693115,-51.618958
charlie,MI 5,63664686848.706993,359.897400,-0.020124,0.007976,0.992537,-0.012555,0.004122,0.003815,-0.000183,0.000259,-0.000641,1.020813,17.965698,-51.945496
charlie,MI 5,63664686848.702217,359.897400,-0.017684,0.007001,0.993268,0.011238,-0.005454,0.011051,-0.000793,0.000259,-0.000641,1.020813,17.965698,-51.945496
charlie,MI 5,63664686848.716995,359.631439,-0.018661,0.007976,0.991073,0.001933,0.004025,-0.010389,0.000427,-0.002792,-0.000031,1.167297,17.829895,-51.782227
charlie,MI 5,63664686848.721306,359.631439,-0.018661,0.007976,0.991073,0.001901,0.004001,-0.005551,0.000427,-0.002792,-0.000031,1.167297,17.829895,-51.782227
charlie,MI 5,63664686848.740662,357.598999,-0.018172,0.009927,0.991317,0.008770,0.015434,-0.014599,0.001053,-0.000351,0.001190,1.785278,17.855835,-51.770020
charlie,MI 5,63664686848.729256,359.382874,-0.019392,0.009927,0.989365,-0.005215,0.022923,-0.026871,0.000427,0.000259,-0.000031,1.135254,17.251587,-50.192261
charlie,MI 5,63664686848.754700,357.598999,-0.017928,0.009196,0.990585,0.011084,0.001101,-0.031076,-0.000183,-0.001572,0.000580,1.785278,17.855835,-51.770020
charlie,MI 5,63664686848.731087,359.382874,-0.019392,0.009927,0.989365,0.023290,-0.001044,-0.014784,0.000427,0.000259,-0.000031,1.135254,17.251587,-50.192261
charlie,MI 5,63664686848.712692,359.061035,-0.022075,0.007488,0.991317,-0.031414,-0.000713,-0.008080,0.001053,0.000259,0.000580,1.226807,19.091797,-50.999451
charlie,MI 5,63664686848.776642,357.598999,-0.017928,0.009196,0.990585,0.022478,-0.003530,-0.004558,-0.000183,-0.001572,0.000580,1.785278,17.855835,-51.770020
charlie,MI 5,63664686848.770370,357.598999,-0.017928,0.009196,0.990585,0.020202,0.001223,-0.002216,-0.000183,-0.001572,0.000580,1.785278,17.855835,-51.770020
charlie,MI 5,63664686848.766991,357.598999,-0.017928,0.009196,0.990585,0.039438,-0.003568,-0.016595,-0.000183,-0.001572,0.000580,1.785278,17.855835,-51.770020
charlie,MI 5,63664686848.737015,357.598999,-0.018172,0.009927,0.991317,0.006521,0.022727,-0.007533,0.001053,-0.000351,0.001190,1.785278,17.855835,-51.770020
charlie,MI 5,63664686848.778908,357.598999,-0.017928,0.009196,0.990585,-0.013246,-0.008172,0.007344,-0.000183,-0.001572,0.000580,1.785278,17.855835,-51.770020
charlie,MI 5,63664686848.780029,357.598999,-0.017928,0.009196,0.990585,-0.003536,-0.008038,0.023884,-0.000183,-0.001572,0.000580,1.785278,17.855835,-51.770020
charlie,MI 5,63664686848.781761,357.598999,-0.017928,0.009196,0.990585,-0.019997,0.011040,-0.000040,-0.000183,-0.001572,0.000580,1.785278,17.855835,-51.770020
charlie,MI 5,63664686848.784874,357.598999,-0.017928,0.009196,0.990585,-0.014824,-0.005641,0.014141,-0.000183,-0.001572,0.000580,1.785278,17.855835,-51.770020
charlie,MI 5,63664686848.788109,357.598999,-0.017928,0.009196,0.990585,-0.038374,-0.007934,0.021152,-0.000183,-0.001572,0.000580,1.785278,17.855835,-51.770020
charlie,MI 5,63664686848.783798,357.598999,-0.017928,0.009196,0.990585,-0.024514,0.003870,0.007089,-0.000183,-0.001572,0.000580,1.785278,17.855835,-51.770020
charlie,MI 5,63664686848.816795,358.713867,-0.016222,0.008465,0.993268,-0.028596,-0.003152,0.030462,0.000427,-0.000961,-0.000031,1.301575,17.411804,-51.617432
charlie,MI 5,63664686848.817688,358.713867,-0.016222,0.008465,0.993268,-0.007051,-0.005535,0.037319,0.000427,-0.000961,-0.000031,1.301575,17.411804,-51.617432
charlie,MI 5,63664686848.818916,358.713867,-0.016222,0.008465,0.993268,-0.004549,0.018188,0.029899,0.000427,-0.000961,-0.000031,1.301575,17.411804,-51.617432
charlie,MI 5,63664686848.820236,358.713867,-0.016222,0.008465,0.993268,0.014392,-0.010460,0.046263,0.000427,-0.000961,-0.000031,1.301575,17.411804,-51.617432
charlie,MI 5,63664686848.821747,358.713867,-0.016222,0.008465,0.993268,0.002364,0.008597,0.024510,0.000427,-0.000961,-0.000031,1.301575,17.411804,-51.617432
charlie,MI 5,63664686848.824257,358.713867,-0.016222,0.008465,0.993268,0.016221,0.008442,-0.006619,0.000427,-0.000961,-0.000031,1.301575,17.411804,-51.617432
charlie,MI 5,63664686848.826866,358.713867,-0.016222,0.008465,0.993268,0.018390,-0.003555,-0.013692,0.000427,-0.000961,-0.000031,1.301575,17.411804,-51.617432
charlie,MI 5,63664686848.822807,358.713867,-0.016222,0.008465,0.993268,0.025998,0.008504,0.010066,0.000427,-0.000961,-0.000031,1.301575,17.411804,-51.617432
charlie,MI 5,63664686848.836823,1.021106,-0.018172,0.007001,0.985707,-0.000798,0.010665,-0.063406,-0.002014,-0.000961,-0.000031,0.556946,17.942810,-51.638794
charlie,MI 5,63664686848.838104,1.021106,-0.018172,0.007001,0.985707,0.006292,-0.005931,-0.062880,-0.002014,-0.000961,-0.000031,0.556946,17.942810,-51.638794
charlie,MI 5,63664686848.840317,1.021106,-0.018172,0.007001,0.985707,0.006335,-0.015347,-0.064730,-0.002014,-0.000961,-0.000031,0.556946,17.942810,-51.638794
charlie,MI 5,63664686848.846718,357.816864,-0.018661,0.005293,0.986926,0.001571,-0.022322,-0.049951,-0.000793,0.002090,-0.000031,1.669312,18.688965,-51.145935
charlie,MI 5,63664686848.850151,357.816864,-0.019147,0.009927,0.989609,-0.003165,0.023063,-0.023434,-0.002625,0.000259,-0.001862,1.669312,18.688965,-51.145935
charlie,MI 5,63664686848.855576,359.648346,-0.018661,0.008465,0.992537,0.001637,0.008711,0.005239,-0.002625,0.000259,-0.001862,1.095581,16.284180,-52.565002
charlie,MI 5,63664686848.859467,359.648346,-0.018905,0.009196,0.994731,-0.000598,0.015787,0.026549,-0.001404,0.000870,0.000580,1.095581,16.284180,-52.565002
charlie,MI 5,63664686848.865486,359.461853,-0.018905,0.008707,0.996684,-0.000497,0.010913,0.045321,-0.000183,0.002090,-0.000031,1.139832,17.265320,-51.779175
charlie,MI 5,63664686848.869438,359.461853,-0.021588,0.010659,0.998147,-0.026556,0.029791,0.059183,0.000427,0.000870,0.001190,1.139832,17.265320,-51.779175
charlie,MI 5,63664686848.874802,357.969269,-0.021588,0.008952,0.997415,-0.026295,0.012964,0.051564,-0.000793,0.000870,0.001801,1.139832,17.265320,-51.779175
charlie,MI 5,63664686848.879105,357.969269,-0.021588,0.007001,0.995707,-0.025952,-0.006085,0.034522,-0.000793,0.002716,0.001801,1.773071,17.576599,-52.244568
charlie,MI 5,63664686848.883904,357.969269,-0.021344,0.007244,0.993512,-0.023404,-0.003665,0.012882,-0.000183,-0.000961,0.000580,1.773071,17.576599,-52.244568
charlie,MI 5,63664686848.889076,3.104299,-0.020855,0.007244,0.992048,-0.018418,-0.003656,-0.001463,0.000427,0.000870,0.001190,0.186157,16.656494,-51.159668
charlie,MI 5,63664686848.893738,3.104299,-0.018905,0.006268,0.994731,0.000750,-0.013133,0.024652,0.000427,0.000870,0.001190,0.186157,16.656494,-51.159668
charlie,MI 5,63664686848.898743,355.761444,-0.020367,0.006024,0.992293,-0.013468,-0.015420,0.000721,0.000427,0.000259,0.000580,2.319336,16.189575,-51.904297
charlie,MI 5,63664686848.903091,355.761444,-0.014025,0.006757,0.991073,0.048375,-0.008185,-0.011147,0.000427,0.000870,0.001190,2.319336,16.189575,-51.904297
charlie,MI 5,63664686848.907135,358.834656,-0.014025,0.006757,0.991073,0.026590,-0.041396,-0.025293,0.000427,0.000870,0.001190,1.416016,16.577148,-52.243042
charlie,MI 5,63664686848.912193,358.834656,-0.013538,0.008220,0.989365,0.052566,0.006424,-0.027456,-0.000183,0.002090,0.001801,1.416016,16.577148,-52.243042
charlie,MI 5,63664686848.917336,0.118366,-0.014270,0.006513,0.991317,0.045169,-0.010179,-0.008234,-0.001404,0.003326,-0.000031,0.793457,16.535950,-50.511169
charlie,MI 5,63664686848.922089,0.118366,-0.014514,0.007488,0.990829,0.042457,-0.000597,-0.012916,-0.000183,0.000870,-0.001251,0.793457,16.535950,-50.511169
charlie,MI 5,63664686848.928009,1.027106,-0.018172,0.008952,0.991804,0.006581,0.013765,-0.003321,-0.002625,0.001480,0.002411,0.419617,18.223572,-52.278137
charlie,MI 5,63664686848.931610,1.027106,-0.016708,0.008707,0.991562,0.020777,0.011283,-0.005653,-0.000183,0.000259,-0.000031,0.419617,18.223572,-52.278137
charlie,MI 5,63664686848.936996,358.828125,-0.016464,0.009440,0.991804,0.022964,0.018297,-0.003245,0.000427,-0.000351,-0.000641,1.329041,17.977905,-51.939392
charlie,MI 5,63664686848.941055,358.828125,-0.018416,0.008220,0.992048,0.003794,0.006233,-0.000842,0.001053,0.000259,-0.000641,1.329041,17.977905,-51.939392
charlie,MI 5,63664686848.946640,357.075409,-0.020367,0.009196,0.991073,-0.015257,0.015677,-0.010324,-0.000183,-0.000961,0.000580,1.768494,17.565918,-50.975037
charlie,MI 5,63664686848.950516,357.075409,-0.020367,0.007976,0.990585,-0.015118,0.003632,-0.014988,0.001053,0.000259,0.001801,1.768494,17.565918,-50.975037
charlie,MI 5,63664686848.955765,359.694916,-0.020367,0.007976,0.990585,-0.026943,-0.005876,0.008862,0.001053,0.000259,0.001801,1.153564,17.544556,-51.463318
charlie,MI 5,63664686848.960152,359.694916,-0.018416,0.007976,0.990829,0.004175,0.003726,-0.012563,-0.001404,0.000870,-0.001862,1.153564,17.544556,-51.463318
charlie,MI 5,63664686848.965874,358.976898,-0.015977,0.005782,0.991073,0.027935,-0.017648,-0.010081,-0.001404,0.000870,-0.001862,1.153564,17.544556,-51.463318
charlie,MI 5,63664686848.969971,358.976898,-0.016464,0.006268,0.991562,0.022977,-0.012786,-0.005246,0.000427,0.000259,0.001801,1.451111,17.282104,-52.247620
charlie,MI 5,63664686848.975464,0.056140,-0.017684,0.007244,0.993756,0.010878,-0.003129,0.016148,-0.001404,-0.000961,0.001801,1.451111,17.282104,-52.247620
charlie,MI 5,63664686848.980682,0.056140,-0.016464,0.007001,0.995951,0.022605,-0.005372,0.037362,-0.001404,-0.000961,0.001801,0.817871,16.970825,-51.782227
charlie,MI 5,63664686848.984192,0.056140,-0.016464,0.007001,0.995951,0.012954,-0.005264,0.020452,-0.002014,-0.000961,0.001801,0.817871,16.970825,-51.782227
charlie,MI 5,63664686848.990349,0.788544,-0.017197,0.007244,0.991562,0.015318,-0.002909,-0.005819,0.001053,0.002090,0.001190,0.592041,18.647766,-51.643372
charlie,MI 5,63664686848.994026,0.788544,-0.020611,0.009440,0.990829,-0.018097,0.018573,-0.012899,-0.002014,-0.001572,0.001190,0.592041,18.647766,-51.643372
charlie,MI 5,63664686848.999580,0.216153,-0.020124,0.008952,0.992048,-0.013198,0.013617,-0.000928,0.001053,0.000259,0.001801,0.831604,17.251587,-51.785278
charlie,MI 5,63664686849.002716,0.216153,-0.020124,0.008952,0.992048,-0.039094,0.001563,0.003834,0.001053,0.000259,0.001801,0.831604,17.251587,-51.785278
charlie,MI 5,63664686849.008049,2.086406,-0.020124,0.009440,0.992781,-0.012627,0.018171,0.006179,-0.000183,0.000870,0.001801,0.379944,17.507935,-51.004028
charlie,MI 5,63664686849.012711,2.086406,-0.020124,0.007976,0.995220,-0.012482,0.003844,0.029854,-0.001404,0.000870,0.001801,0.379944,17.507935,-51.004028
charlie,MI 5,63664686849.017921,1.857071,-0.017928,0.006757,0.996195,0.008999,-0.008100,0.039094,0.001053,0.000259,0.000580,0.411987,18.206787,-50.215149
charlie,MI 5,63664686849.021507,1.857071,-0.017928,0.006757,0.996195,-0.005219,0.003781,0.017420,0.001053,0.000259,0.000580,0.411987,18.206787,-50.215149
charlie,MI 5,63664686849.027763,2.348407,-0.021588,0.008952,0.993756,-0.026502,0.013161,0.014900,0.001648,0.000870,0.000580,0.205994,17.079163,-51.162720
charlie,MI 5,63664686849.032028,2.348407,-0.017441,0.006268,0.993024,0.014072,-0.013072,0.007649,0.000427,0.000259,0.001190,0.205994,17.079163,-51.162720
charlie,MI 5,63664686849.037506,2.164235,-0.019392,0.007732,0.994487,-0.005037,0.001256,0.021825,0.000427,-0.000351,-0.000031,0.500488,16.683960,-52.897644
charlie,MI 5,63664686849.041382,2.164235,-0.016953,0.007244,0.991804,0.018744,-0.003553,-0.004458,0.001053,0.000259,-0.000641,0.500488,16.683960,-52.897644
charlie,MI 5,63664686849.046104,1.552167,-0.016953,0.007244,0.991804,0.018572,-0.010655,-0.037635,0.001053,0.000259,-0.000641,0.531006,17.381287,-51.951599
charlie,MI 5,63664686849.050858,1.552167,-0.018172,0.006513,0.988634,0.006452,-0.010643,-0.034946,0.001648,-0.002182,0.000580,0.531006,17.381287,-51.951599
charlie,MI 5,63664686849.056664,359.150024,-0.017197,0.007001,0.988146,0.015898,-0.005823,-0.039407,0.000427,0.000259,0.000580,1.153564,17.547607,-51.780701
charlie,MI 5,63664686849.060699,359.150024,-0.016464,0.006513,0.989854,0.022988,-0.010434,-0.022463,-0.002014,0.002090,0.000580,1.153564,17.547607,-51.780701
charlie,MI 5,63664686849.065369,358.637421,-0.016464,0.006513,0.989854,0.025254,0.004013,-0.015162,-0.002014,0.002090,0.000580,1.365662,18.687439,-52.420044
charlie,MI 5,63664686849.070717,358.637421,-0.016222,0.007976,0.990585,0.020291,0.006418,-0.015038,-0.002625,0.002090,0.000580,1.365662,18.687439,-52.420044
charlie,MI 5,63664686849.075623,1.250129,-0.016708,0.010171,0.990341,0.020161,0.025433,-0.017288,-0.002014,0.000870,-0.000031,0.483704,16.394043,-51.943970
charlie,MI 5,63664686849.079926,1.250129,-0.020367,0.009684,0.992781,-0.015640,0.020465,0.006597,0.000427,-0.000961,-0.000641,0.483704,16.394043,-51.943970
charlie,MI 5,63664686849.084877,357.636627,-0.020367,0.009684,0.992781,0.008256,0.020416,-0.002961,0.000427,-0.000961,-0.000641,0.483704,16.394043,-51.943970
charlie,MI 5,63664686849.089447,357.636627,-0.018905,0.010415,0.989854,-0.001387,0.027367,-0.021914,-0.000183,-0.001572,-0.001251,1.623535,17.706299,-51.614380
charlie,MI 5,63664686849.093811,357.636627,-0.018905,0.010415,0.989854,-0.025062,0.012964,-0.005116,-0.000183,-0.001572,-0.001251,1.623535,17.706299,-51.614380
charlie,MI 5,63664686849.099983,1.616040,-0.021344,0.007488,0.992781,-0.024896,-0.001289,0.006787,-0.002014,-0.000961,-0.002487,0.469971,16.111755,-51.940918
charlie,MI 5,63664686849.102722,1.616040,-0.021344,0.007488,0.992781,-0.005715,0.010622,-0.017012,-0.002014,-0.000961,-0.002487,0.469971,16.111755,-51.940918
charlie,MI 5,63664686849.109146,358.412933,-0.021588,0.006513,0.995707,-0.026909,-0.010726,0.035336,-0.002014,0.002716,0.001190,1.573181,16.716003,-51.130676
charlie,MI 5,63664686849.113174,358.412933,-0.021588,0.006513,0.995707,-0.024240,-0.003488,0.020820,-0.002014,0.002716,0.001190,1.573181,16.716003,-51.130676
charlie,MI 5,63664686849.117836,4.104888,-0.021344,0.007244,0.994245,-0.035862,-0.034317,0.065724,-0.000793,0.001480,-0.000031,-0.228882,17.749023,-49.273682
charlie,MI 5,63664686849.122238,4.104888,-0.018905,0.006268,0.998634,0.000039,-0.012729,0.062802,0.001053,0.000259,0.000580,-0.228882,17.749023,-49.273682
charlie,MI 5,63664686849.126389,358.554047,-0.018905,0.006268,0.998634,0.021416,-0.019840,0.036178,0.001053,0.000259,0.000580,1.593018,17.138672,-51.133728
charlie,MI 5,63664686849.132301,358.554047,-0.018905,0.006268,0.998634,-0.009604,-0.015070,0.016902,0.001053,0.000259,0.000580,1.593018,17.138672,-51.133728
charlie,MI 5,63664686849.136780,359.587738,-0.016708,0.005537,0.996439,0.021426,-0.019672,0.040489,-0.000183,0.002090,-0.000641,1.593018,17.138672,-51.133728
charlie,MI 5,63664686849.141388,359.587738,-0.017197,0.007732,0.993756,0.016480,0.001880,0.014049,-0.000793,-0.000351,-0.000641,0.993347,17.398071,-51.625061
charlie,MI 5,63664686849.147018,1.614229,-0.015977,0.007976,0.991073,0.028162,0.004221,-0.012172,0.000427,-0.000961,-0.000641,0.387573,17.524719,-53.065491
charlie,MI 5,63664686849.150337,1.614229,-0.015977,0.007976,0.991073,0.015964,-0.003016,-0.028686,0.000427,-0.000961,-0.000641,0.387573,17.524719,-53.065491
charlie,MI 5,63664686849.155647,358.951569,-0.017197,0.007001,0.989121,0.015731,-0.005371,-0.030824,0.000427,-0.002182,-0.000031,1.150513,17.539978,-50.987244
charlie,MI 5,63664686849.160332,358.951569,-0.018905,0.008952,0.989854,-0.000975,0.013599,-0.023438,0.001053,0.000870,0.000580,1.150513,17.539978,-50.987244
charlie,MI 5,63664686849.165886,0.049421,-0.017928,0.007732,0.991073,0.008603,0.001630,-0.011379,-0.000183,0.001480,0.001190,0.878906,18.237305,-51.475525
charlie,MI 5,63664686849.169434,0.049421,-0.017928,0.007732,0.991073,-0.012738,0.008836,-0.037386,-0.000183,0.001480,0.001190,0.878906,18.237305,-51.475525
charlie,MI 5,63664686849.175499,1.064859,-0.020611,0.008952,0.988634,-0.017272,0.013590,-0.034698,-0.002014,0.002090,0.001190,0.576782,18.362427,-51.165771
charlie,MI 5,63664686849.180199,1.064859,-0.018661,0.009927,0.989365,0.001859,0.022973,-0.027296,-0.000183,0.000259,-0.000031,0.576782,18.362427,-51.165771
charlie,MI 5,63664686849.185089,358.832672,-0.018661,0.009927,0.989365,0.013774,0.010981,-0.019940,-0.000183,0.000259,-0.000031,1.451111,17.282104,-52.247620
charlie,MI 5,63664686849.188698,358.832672,-0.017441,0.008707,0.990098,0.004239,-0.012718,0.037167,-0.001404,0.001480,0.002411,1.451111,17.282104,-52.247620
charlie,MI 5,63664686849.194420,357.730286,-0.016222,0.008220,0.992537,0.025537,0.006441,0.003642,-0.001404,-0.000351,0.001801,1.451111,17.282104,-52.247620
charlie,MI 5,63664686849.198524,357.730286,-0.019147,0.006757,0.993512,-0.003126,-0.007787,0.013100,-0.001404,0.000259,-0.000031,1.657104,18.411255,-51.618958
charlie,MI 5,63664686849.203056,357.730286,-0.019147,0.006757,0.993512,0.006399,-0.010090,0.050956,-0.001404,0.000259,-0.000031,1.657104,18.411255,-51.618958
charlie,MI 5,63664686849.207436,3.420652,-0.018172,0.006513,0.997415,0.018137,-0.019485,0.029179,-0.000183,0.000259,0.000580,-0.236511,17.481995,-51.016235
charlie,MI 5,63664686849.214180,1.558204,-0.016953,0.005537,0.997903,0.017998,-0.019343,0.055037,0.000427,0.000259,0.000580,-0.236511,17.481995,-51.016235
charlie,MI 5,63664686849.217804,1.558204,-0.018661,0.007488,0.995951,0.001329,-0.000226,0.035590,0.000427,0.002090,-0.000031,0.398254,17.800903,-52.275085
charlie,MI 5,63664686849.221924,1.558204,-0.018661,0.007488,0.995951,0.006138,-0.031053,0.025807,0.000427,0.002090,-0.000031,0.398254,17.800903,-52.275085
charlie,MI 5,63664686849.227226,358.978149,-0.019392,0.007001,0.994487,-0.005820,-0.004682,0.020840,-0.000183,-0.000961,-0.001251,1.319885,17.706299,-53.205872
charlie,MI 5,63664686849.232323,358.978149,-0.016953,0.007976,0.990585,0.017939,0.004852,-0.017300,-0.000183,-0.000351,0.001190,1.319885,17.706299,-53.205872
charlie,MI 5,63664686849.237671,2.013915,-0.019636,0.006268,0.992293,-0.008330,-0.011741,-0.000542,-0.001404,-0.000351,0.003021,0.404358,17.811584,-53.543091
charlie,MI 5,63664686849.241203,2.013915,-0.017684,0.007976,0.991804,0.010684,0.004894,-0.005288,0.001648,-0.000961,0.002411,0.404358,17.811584,-53.543091
charlie,MI 5,63664686849.246941,359.985687,-0.017928,0.008465,0.991804,0.008288,0.009556,-0.005242,0.001053,0.001480,0.000580,1.000977,17.669678,-50.357056
charlie,MI 5,63664686849.250816,359.985687,-0.015489,0.007001,0.992293,0.031985,-0.004754,-0.000446,-0.000183,0.000870,-0.000031,1.000977,17.669678,-50.357056
charlie,MI 5,63664686849.256393,2.384563,-0.018416,0.007488,0.992537,0.003253,0.000001,0.001933,0.000427,0.000259,0.000580,0.209045,17.086792,-51.954651
charlie,MI 5,63664686849.260353,2.384563,-0.017928,0.008707,0.994000,0.008016,0.011899,0.016157,-0.000793,0.000870,0.001801,0.209045,17.086792,-51.954651
charlie,MI 5,63664686849.266968,357.882721,-0.018172,0.005537,0.993512,0.005614,-0.019057,0.011272,0.000427,0.000870,-0.000641,1.637268,17.988586,-51.615906
charlie,MI 5,63664686849.270309,357.882721,-0.017928,0.007732,0.990341,0.007983,0.002433,-0.019674,0.000427,0.000870,-0.000641,1.637268,17.988586,-51.615906
charlie,MI 5,63664686849.276047,359.926239,-0.017928,0.007732,0.990341,0.024556,-0.007066,-0.038485,0.000427,0.000870,-0.000641,0.981140,17.123413,-52.415466
