ID,DeviceName,Timestamp,Compass,Accelerometer_x,Accelerometer_y,Accelerometer_z,LinearAccelerometer_x,LinearAccelerometer_y,LinearAccelerometer_z,Gyroscope_x,Gyroscope_y,Gyroscope_z,Magnetometer_x,Magnetometer_y,Magnetometer_z
charlie,MI 5,63664685845.385422,270.942139,-0.011342,0.011635,0.991317,0.001038,-0.014529,0.000819,-0.002731,0.002777,0.000595,12.561035,-0.340271,-42.349243
charlie,MI 5,63664685845.393509,270.942139,-0.009879,0.014074,0.991317,0.010474,0.009502,-0.015757,-0.002121,-0.000900,-0.000015,12.561035,-0.340271,-42.349243
charlie,MI 5,63664685845.389275,270.942139,-0.009879,0.014074,0.991317,0.010491,0.004665,-0.003925,-0.003952,0.002777,-0.000015,12.561035,-0.340271,-42.349243
charlie,MI 5,63664685845.399605,257.076630,-0.008903,0.014806,0.991804,0.019832,0.011924,0.000972,-0.002731,-0.000900,0.000595,11.965942,-3.170776,-43.606567
charlie,MI 5,63664685845.406029,268.728760,-0.012075,0.016512,0.989854,-0.011172,0.028437,-0.018011,-0.002731,-0.000900,0.000595,12.535095,-0.900269,-42.820740
charlie,MI 5,63664685845.408791,268.728760,-0.012075,0.016512,0.989854,0.012661,0.002195,-0.008374,-0.002731,-0.000900,0.000595,12.535095,-0.900269,-42.820740
charlie,MI 5,63664685845.414864,270.446198,-0.011342,0.016270,0.989609,-0.004000,0.026073,-0.020169,-0.003342,0.000946,-0.000626,12.088013,-0.634766,-43.307495
charlie,MI 5,63664685845.417419,270.446198,-0.011342,0.016270,0.989609,0.012648,-0.000233,-0.008138,-0.003342,0.000946,-0.000626,12.088013,-0.634766,-43.307495
charlie,MI 5,63664685845.423767,269.688507,-0.012319,0.013098,0.993268,-0.013602,-0.004970,0.015656,-0.000290,0.000320,-0.000015,12.088013,-0.634766,-43.307495
charlie,MI 5,63664685845.427734,269.688507,-0.015001,0.013829,0.994000,-0.039562,0.002168,0.022652,-0.000290,-0.000900,0.001816,11.315918,-0.796509,-44.750977
charlie,MI 5,63664685845.438423,264.867554,-0.012806,0.013098,0.992537,-0.017834,-0.004870,0.008273,0.000320,0.000320,0.001205,11.315918,-0.796509,-44.750977
charlie,MI 5,63664685845.437172,264.867554,-0.012806,0.013098,0.992537,0.001136,0.002162,-0.006015,0.000320,0.000320,0.001205,11.315918,-0.796509,-44.750977
charlie,MI 5,63664685845.443008,266.258453,-0.010855,0.013098,0.992293,0.001362,-0.004760,0.005829,-0.002121,0.000320,0.000595,12.960815,-1.718140,-43.914795
charlie,MI 5,63664685845.447716,266.258453,-0.011831,0.013342,0.993512,-0.008040,-0.002249,0.017644,-0.002121,0.002167,0.003036,12.982178,-1.419067,-45.979309
charlie,MI 5,63664685845.451134,266.258453,-0.011831,0.013342,0.993512,0.006337,-0.006856,-0.008606,-0.002121,0.002167,0.003036,12.982178,-1.419067,-45.979309
charlie,MI 5,63664685845.458420,261.011993,-0.009636,0.013587,0.992048,0.013468,0.000397,0.003329,-0.001511,0.001556,-0.000015,13.684082,-2.673340,-43.891907
charlie,MI 5,63664685845.460083,261.011993,-0.009636,0.013587,0.992048,0.022816,-0.018583,-0.013314,-0.001511,0.001556,-0.000015,13.684082,-2.673340,-43.891907
charlie,MI 5,63664685845.465782,264.849030,-0.011098,0.013098,0.994000,-0.001086,-0.004120,0.022401,-0.000290,-0.000900,0.000595,12.037659,-1.629639,-42.349243
charlie,MI 5,63664685845.470551,264.849030,-0.011831,0.013098,0.993024,-0.008133,-0.004129,0.012712,-0.001511,0.000320,0.000595,12.037659,-1.629639,-42.349243
charlie,MI 5,63664685845.474983,265.313232,-0.010367,0.013098,0.993512,0.006216,-0.004167,0.017360,0.000931,0.001556,0.000595,12.812805,-1.586914,-43.601990
charlie,MI 5,63664685845.480003,265.313232,-0.011342,0.015050,0.992537,-0.003167,0.014814,0.007730,0.001556,0.000946,0.001816,12.812805,-1.586914,-43.601990
charlie,MI 5,63664685845.484688,264.463623,-0.011831,0.013829,0.993756,-0.007848,0.002770,0.019529,0.000931,0.003387,0.000595,13.417053,-1.838684,-44.062805
charlie,MI 5,63664685845.489052,264.463623,-0.011831,0.013829,0.993756,-0.014824,0.007567,0.012239,0.000931,0.000946,-0.000626,13.417053,-1.838684,-44.062805
charlie,MI 5,63664685845.493797,264.559601,-0.012075,0.013342,0.994487,-0.010007,-0.001915,0.026376,-0.001511,0.001556,0.002426,12.646484,-1.745605,-42.176819
charlie,MI 5,63664685845.499107,264.559601,-0.012075,0.013342,0.991317,-0.010021,-0.001802,-0.004685,-0.001511,-0.000900,0.001816,12.646484,-1.745605,-42.176819
charlie,MI 5,63664685845.504166,262.685791,-0.013050,0.015781,0.992781,-0.019467,0.021952,0.009591,-0.002121,-0.002121,-0.000015,11.868286,-2.046204,-43.934631
charlie,MI 5,63664685845.508034,262.685791,-0.013050,0.015781,0.992781,-0.002649,0.024184,-0.004727,-0.000290,-0.000900,0.001816,11.868286,-2.046204,-43.934631
charlie,MI 5,63664685845.514320,266.100159,-0.011342,0.016026,0.991317,0.004498,0.005089,0.002423,-0.000900,0.000946,0.003036,13.124084,-1.565552,-44.548035
charlie,MI 5,63664685845.517967,266.100159,-0.012075,0.012367,0.991804,-0.009736,-0.011484,0.000028,-0.001511,0.000946,0.001816,13.124084,-1.565552,-44.548035
charlie,MI 5,63664685845.522484,266.100159,-0.012075,0.012367,0.991804,0.021185,-0.009015,-0.014212,-0.001511,0.000946,0.001816,13.124084,-1.565552,-44.548035
charlie,MI 5,63664685845.527565,268.203705,-0.009879,0.013098,0.989854,0.011621,-0.004174,-0.018828,-0.000290,-0.000290,0.000595,12.690735,-1.019287,-44.720459
charlie,MI 5,63664685845.533028,262.903931,-0.009879,0.013098,0.989854,0.011539,0.000597,-0.004433,-0.000290,0.002167,-0.001236,12.690735,-1.019287,-44.720459
charlie,MI 5,63664685845.536499,262.903931,-0.009879,0.013587,0.991317,0.020832,0.005285,0.002715,0.000320,0.000320,0.000595,13.093567,-2.137756,-43.591309
charlie,MI 5,63664685845.543396,263.726105,-0.009392,0.011635,0.991317,0.015950,-0.018529,-0.004418,0.000931,0.000946,0.000595,12.033081,-1.890564,-44.885254
charlie,MI 5,63664685845.546730,263.726105,-0.013050,0.012854,0.992537,-0.019757,-0.006554,0.007483,0.000931,0.000320,-0.000015,12.033081,-1.890564,-44.885254
charlie,MI 5,63664685845.551117,263.726105,-0.014025,0.013098,0.994000,-0.029066,-0.004196,0.021660,0.000931,0.000320,-0.000015,12.033081,-1.890564,-44.885254
charlie,MI 5,63664685845.556763,270.599213,-0.011831,0.011635,0.992537,-0.007460,-0.018388,0.007240,-0.000290,0.000320,0.001816,12.411499,-0.463867,-45.205688
charlie,MI 5,63664685845.560616,270.599213,-0.011831,0.014074,0.992293,-0.007328,0.005504,0.004806,-0.000290,0.000320,0.001816,12.411499,-0.463867,-45.205688
charlie,MI 5,63664685845.566658,268.378448,-0.009879,0.013098,0.992781,0.011766,-0.004017,0.009517,-0.000290,0.001556,0.003036,12.850952,-0.872803,-44.558716
charlie,MI 5,63664685845.572723,265.812988,-0.012319,0.012123,0.992293,-0.012031,-0.013374,0.004685,-0.000290,0.000946,0.001205,12.850952,-0.872803,-44.558716
charlie,MI 5,63664685845.574875,265.812988,-0.012319,0.012123,0.992293,-0.002359,-0.001360,-0.002465,-0.002121,0.000946,0.001205,12.661743,-1.460266,-42.654419
charlie,MI 5,63664685845.583939,264.353607,-0.011831,0.014562,0.991804,-0.007021,0.010610,-0.000085,-0.002121,0.001556,0.002426,12.661743,-1.460266,-42.654419
charlie,MI 5,63664685845.585854,264.353607,-0.011831,0.014562,0.991804,0.023849,0.001019,-0.009572,-0.002121,0.001556,0.002426,12.661743,-1.460266,-42.654419
charlie,MI 5,63664685845.590080,264.353607,-0.011831,0.014562,0.991804,0.016565,-0.008452,-0.000005,-0.002121,0.001556,0.002426,12.341309,-1.751709,-42.976379
charlie,MI 5,63664685845.595139,267.070801,-0.009392,0.012610,0.991804,0.004691,0.001134,0.004747,-0.000900,0.000946,0.002426,12.341309,-1.751709,-42.976379
charlie,MI 5,63664685845.599182,267.070801,-0.010611,0.013587,0.992293,0.007042,0.010597,-0.007155,-0.000290,0.002777,0.000595,13.444519,-1.274109,-44.067383
charlie,MI 5,63664685845.604507,258.888031,-0.011586,0.015050,0.992293,-0.004866,0.015273,0.004767,-0.000290,0.000320,0.001205,12.594604,-2.993774,-44.705200
charlie,MI 5,63664685845.608139,258.888031,-0.011586,0.015050,0.992293,0.002359,-0.003775,0.014215,-0.000290,0.000320,0.001205,12.594604,-2.993774,-44.705200
charlie,MI 5,63664685845.613953,264.368835,-0.011098,0.013098,0.991804,-0.000006,-0.003758,-0.000142,-0.001511,0.001556,-0.001236,12.797546,-1.870728,-43.283081
charlie,MI 5,63664685845.618828,264.368835,-0.010855,0.012367,0.992293,0.002453,-0.010769,0.004610,0.000320,0.000320,-0.000015,12.797546,-1.870728,-43.283081
charlie,MI 5,63664685845.624771,264.993469,-0.009392,0.013587,0.992048,0.016770,0.001308,0.002195,-0.001511,0.002167,0.000595,11.276245,-1.515198,-43.000793
charlie,MI 5,63664685845.628273,264.993469,-0.012562,0.014562,0.991804,-0.014194,0.010797,-0.000198,-0.000290,0.000320,0.002426,11.276245,-1.515198,-43.000793
charlie,MI 5,63664685845.633484,266.206604,-0.011098,0.013829,0.991317,0.000009,0.003593,-0.004935,-0.000290,-0.003342,-0.000015,12.974548,-1.435852,-43.917847
charlie,MI 5,63664685845.638336,266.206604,-0.008415,0.014806,0.990341,0.026210,0.013107,-0.014396,-0.000290,-0.003342,-0.000015,12.974548,-1.435852,-43.917847
charlie,MI 5,63664685845.642921,269.618652,-0.009147,0.013098,0.990585,0.018878,-0.003605,-0.011900,-0.000900,0.002167,0.001816,13.320923,-0.711060,-44.709778
charlie,MI 5,63664685845.647400,269.618652,-0.011098,0.012367,0.990829,-0.000184,-0.010646,-0.009425,-0.000900,0.001556,0.001816,13.320923,-0.711060,-44.709778
charlie,MI 5,63664685845.652557,269.035675,-0.010123,0.012367,0.991073,0.009376,-0.010573,-0.006970,-0.000900,0.001556,0.001816,13.320923,-0.711060,-44.709778
charlie,MI 5,63664685845.656960,269.035675,-0.010123,0.012367,0.991073,0.006965,-0.008111,-0.016399,0.000320,0.001556,0.001205,12.387085,-0.767517,-42.666626
charlie,MI 5,63664685845.661507,269.035675,-0.010367,0.012610,0.990098,-0.004800,0.008584,0.002714,-0.000290,0.000946,0.000595,12.387085,-0.767517,-42.666626
charlie,MI 5,63664685845.666306,272.451996,-0.009392,0.015050,0.991317,0.016662,0.015624,-0.004419,-0.000290,0.003387,0.001205,12.580872,-0.044250,-44.096375
charlie,MI 5,63664685845.670822,272.451996,-0.010123,0.012367,0.992781,0.009510,-0.010595,0.009857,0.000320,0.001556,0.001205,12.580872,-0.044250,-44.096375
charlie,MI 5,63664685845.677475,268.263489,-0.010855,0.013098,0.993756,0.002319,-0.003381,0.019262,-0.000290,0.002167,-0.000015,11.145020,-0.965881,-42.056274
charlie,MI 5,63664685845.680679,268.263489,-0.011342,0.012854,0.993024,-0.002422,-0.005687,0.011974,-0.000290,0.000320,-0.000015,11.145020,-0.965881,-42.056274
charlie,MI 5,63664685845.686424,268.535889,-0.011098,0.014562,0.994245,0.000102,0.010988,0.023754,-0.000900,0.000320,-0.000015,12.541199,-0.891113,-44.090271
charlie,MI 5,63664685845.689972,268.535889,-0.009879,0.015050,0.990341,0.011923,0.015775,-0.014426,-0.000290,0.002777,-0.000626,12.541199,-0.891113,-44.090271
charlie,MI 5,63664685845.694221,266.747711,-0.009879,0.015050,0.990341,0.007145,-0.003277,0.023674,-0.002731,-0.000900,-0.000626,12.516785,-1.319885,-43.293762
charlie,MI 5,63664685845.699211,266.747711,-0.010367,0.013098,0.994245,-0.002304,-0.003209,0.004487,-0.001511,0.001556,-0.001236,12.516785,-1.319885,-43.293762
charlie,MI 5,63664685845.704193,265.751984,-0.010611,0.012610,0.992048,0.004926,-0.007865,0.002074,-0.000900,0.002167,0.001816,13.432312,-1.551819,-44.540405
charlie,MI 5,63664685845.709480,265.751984,-0.013050,0.013587,0.994000,-0.018855,0.001716,0.021048,-0.000290,-0.000290,0.001205,13.432312,-1.551819,-44.540405
charlie,MI 5,63664685845.713341,266.511993,-0.013050,0.013587,0.994000,0.007417,0.004019,-0.000493,-0.000290,-0.000290,0.001205,12.522888,-1.306152,-44.879150
charlie,MI 5,63664685845.718552,266.511993,-0.009147,0.011635,0.990829,0.019177,-0.017438,-0.009975,0.001556,-0.000900,0.001205,12.522888,-1.306152,-44.879150
charlie,MI 5,63664685845.724197,271.189270,-0.011586,0.014074,0.993512,-0.004807,0.006420,0.016209,0.001556,-0.000900,0.001205,12.100220,-0.357056,-42.834473
charlie,MI 5,63664685845.728050,271.189270,-0.011586,0.014074,0.993512,-0.009531,-0.005483,0.013698,0.000320,-0.002121,-0.001236,12.100220,-0.357056,-42.834473
charlie,MI 5,63664685845.735779,262.816742,-0.009147,0.014806,0.992537,0.019012,0.013538,0.006472,0.000320,-0.000290,-0.000015,11.866760,-2.049255,-43.458557
charlie,MI 5,63664685845.737778,262.816742,-0.009147,0.014806,0.992537,-0.000134,0.003993,0.018280,0.000320,-0.000290,-0.000015,11.866760,-2.049255,-43.458557
charlie,MI 5,63664685845.743690,272.829956,-0.010611,0.013342,0.990341,0.004675,-0.000763,-0.015100,-0.001511,-0.000290,-0.001236,12.887573,-0.035095,-43.614197
charlie,MI 5,63664685845.747856,272.829956,-0.011342,0.014074,0.992781,-0.002489,0.006340,0.008767,0.000320,-0.000290,0.000595,12.887573,-0.035095,-43.614197
charlie,MI 5,63664685845.752678,259.843323,-0.013538,0.013098,0.992537,-0.023819,-0.003159,0.006318,-0.000900,0.000320,-0.000626,11.689758,-2.610779,-44.567871
charlie,MI 5,63664685845.756279,259.843323,-0.011342,0.013098,0.993268,-0.002295,-0.003090,0.013376,-0.000900,0.000320,-0.000626,11.689758,-2.610779,-44.567871
charlie,MI 5,63664685845.762177,268.916718,-0.010855,0.014806,0.995220,0.002391,0.013536,0.032254,-0.000900,-0.000900,-0.001846,11.689758,-2.610779,-44.567871
charlie,MI 5,63664685845.765846,268.916718,-0.011586,0.013098,0.991562,-0.004613,-0.003207,-0.003602,0.000320,-0.001511,-0.000626,11.621094,-0.790405,-43.951416
charlie,MI 5,63664685845.771713,259.045319,-0.009147,0.013342,0.990341,0.019166,-0.000764,-0.015450,-0.000900,0.000320,0.002426,12.591553,-2.999878,-43.911743
charlie,MI 5,63664685845.775177,259.045319,-0.009147,0.013342,0.990341,0.023715,0.008743,-0.010571,-0.000900,0.000320,0.002426,12.591553,-2.999878,-43.911743
charlie,MI 5,63664685845.780823,263.363342,-0.010855,0.016026,0.989609,0.002166,0.025326,-0.022346,-0.000290,-0.000900,0.000595,12.591553,-2.999878,-43.911743
charlie,MI 5,63664685845.784668,263.363342,-0.010855,0.016026,0.989609,-0.004892,0.008541,0.001566,-0.000900,0.000320,0.001205,12.330627,-2.026367,-43.925476
charlie,MI 5,63664685845.789673,263.363342,-0.009147,0.012367,0.990341,0.018918,-0.010520,-0.015060,0.000320,0.000946,-0.000015,12.330627,-2.026367,-43.925476
charlie,MI 5,63664685845.796402,264.450165,-0.011342,0.014562,0.991317,-0.002547,0.010932,-0.005432,0.000320,0.000946,-0.000015,13.107300,-1.855469,-43.594360
charlie,MI 5,63664685845.800217,264.450165,-0.011586,0.013098,0.992537,-0.004888,-0.003330,0.006475,-0.001511,0.000320,0.002426,13.107300,-1.855469,-43.594360
charlie,MI 5,63664685845.804184,263.990967,-0.011586,0.013098,0.992537,-0.009613,0.006198,-0.000706,-0.001511,0.000320,0.002426,10.348511,-1.686096,-44.128418
charlie,MI 5,63664685845.808411,263.990967,-0.012075,0.014074,0.991804,0.021334,-0.003385,-0.003059,-0.000290,-0.000290,0.001205,10.348511,-1.686096,-44.128418
charlie,MI 5,63664685845.815155,265.784790,-0.010855,0.015293,0.992293,0.002237,0.018063,0.004078,0.000931,0.000320,0.002426,10.673523,-1.385498,-44.917297
charlie,MI 5,63664685845.818512,265.784790,-0.012806,0.013829,0.992781,-0.016714,0.003659,0.008796,-0.001511,0.001556,0.001816,10.673523,-1.385498,-44.917297
charlie,MI 5,63664685845.826126,263.208038,-0.007928,0.012123,0.991804,0.030977,-0.013015,-0.000778,0.000320,0.000946,-0.000015,12.786865,-2.146912,-44.073486
charlie,MI 5,63664685845.827995,263.208038,-0.007928,0.012123,0.991804,0.011814,0.003677,-0.003131,0.000320,0.000946,-0.000015,12.786865,-2.146912,-44.073486
charlie,MI 5,63664685845.833282,264.258179,-0.011831,0.013587,0.992537,-0.007316,0.001300,0.006382,-0.000290,-0.000900,-0.000015,12.344360,-1.744080,-43.927002
charlie,MI 5,63664685845.837479,264.258179,-0.012562,0.015050,0.991804,-0.014380,0.015486,-0.000798,-0.000290,-0.000900,-0.000015,12.344360,-1.744080,-43.927002
charlie,MI 5,63664685845.842293,266.299591,-0.010367,0.014318,0.994245,0.007076,0.008270,0.022949,0.000931,-0.000290,-0.001236,12.979126,-1.425171,-45.185852
charlie,MI 5,63664685845.847069,266.299591,-0.010123,0.012610,0.992048,0.009522,-0.008400,0.001393,-0.000900,-0.000290,0.001816,12.979126,-1.425171,-45.185852
charlie,MI 5,63664685845.854195,263.898407,-0.012319,0.011390,0.991804,-0.011796,-0.020208,-0.000992,-0.000290,0.002777,-0.000626,11.265564,-1.789856,-43.949890
charlie,MI 5,63664685845.857239,263.898407,-0.009879,0.013587,0.990585,0.011946,0.001255,-0.012847,0.000320,0.002777,-0.000015,11.265564,-1.789856,-43.949890
charlie,MI 5,63664685845.861786,263.898407,-0.009879,0.013587,0.990585,0.014280,-0.001118,-0.012739,0.001556,-0.002121,0.000595,11.265564,-1.789856,-43.949890
charlie,MI 5,63664685845.867737,266.033020,-0.011831,0.011879,0.991804,-0.007146,-0.015362,-0.000769,0.000320,0.000946,-0.000626,12.515259,-1.324463,-42.817688
charlie,MI 5,63664685845.873421,266.033020,-0.011831,0.011879,0.991804,0.011947,-0.001010,-0.022112,0.000320,0.000946,-0.000626,12.515259,-1.324463,-42.817688
charlie,MI 5,63664685845.875740,266.033020,-0.011831,0.011879,0.991804,0.011890,0.001443,-0.007689,0.000320,0.000946,-0.000626,12.515259,-1.324463,-42.817688
charlie,MI 5,63664685845.883049,266.880768,-0.010367,0.013342,0.992781,0.007112,-0.000931,0.008991,-0.000290,0.001556,-0.000015,13.136292,-1.287842,-44.073486
charlie,MI 5,63664685845.885300,266.880768,-0.010367,0.013342,0.992781,0.002371,-0.005634,0.035018,-0.000290,0.001556,-0.000015,13.136292,-1.287842,-44.073486
charlie,MI 5,63664685845.890434,266.880768,-0.012075,0.015050,0.992537,-0.009497,0.015792,0.006248,-0.000290,0.000320,0.000595,13.136292,-1.287842,-44.073486
charlie,MI 5,63664685845.894806,267.270691,-0.012075,0.015050,0.992537,-0.002417,-0.000969,0.008571,-0.000290,0.000320,0.000595,11.299133,-1.084900,-43.954468
charlie,MI 5,63664685845.899216,267.270691,-0.010367,0.014562,0.992781,0.007021,0.010887,0.008498,0.000320,-0.002731,-0.000626,11.299133,-1.084900,-43.954468
charlie,MI 5,63664685845.903824,266.596985,-0.010367,0.014562,0.992781,-0.000164,0.032019,-0.020048,0.000320,-0.001511,0.000595,12.823486,-1.310730,-42.811584
charlie,MI 5,63664685845.909019,266.596985,-0.012319,0.016026,0.990829,-0.011940,0.024654,-0.010392,0.002777,-0.000290,0.001816,12.823486,-1.310730,-42.811584
charlie,MI 5,63664685845.914879,265.019531,-0.010123,0.014074,0.991804,0.009482,0.005442,-0.000818,-0.000290,0.002167,-0.000626,12.806702,-1.849365,-45.820618
charlie,MI 5,63664685845.918541,265.019531,-0.011586,0.012854,0.994976,-0.004822,-0.006453,0.030042,-0.000290,0.000320,0.001205,12.806702,-1.849365,-45.820618
charlie,MI 5,63664685845.924698,263.506256,-0.012075,0.012123,0.990829,-0.009488,-0.013554,-0.010549,-0.000290,0.000320,0.001205,12.638855,-2.012634,-43.919373
charlie,MI 5,63664685845.928307,263.506256,-0.012562,0.013587,0.992048,-0.014130,0.000784,0.001403,0.000931,0.000946,-0.001236,12.638855,-2.012634,-43.919373
charlie,MI 5,63664685845.933144,265.668213,-0.009392,0.011148,0.990585,0.016813,-0.023077,-0.012846,0.002777,-0.000290,-0.000015,12.664795,-1.452637,-43.447876
charlie,MI 5,63664685845.937767,265.668213,-0.010123,0.013829,0.991804,0.009547,0.003159,-0.000875,0.002777,-0.000290,-0.000015,12.664795,-1.452637,-43.447876
charlie,MI 5,63664685845.941864,264.394073,-0.010123,0.013829,0.991804,-0.011998,-0.015830,0.008634,0.000931,-0.000290,0.000595,12.039185,-1.625061,-42.825317
charlie,MI 5,63664685845.948044,264.394073,-0.010367,0.013829,0.991073,0.007191,0.003290,-0.008052,-0.000290,-0.002121,0.002426,12.039185,-1.625061,-42.825317
charlie,MI 5,63664685845.952156,261.395081,-0.010123,0.011879,0.990341,0.009607,-0.015643,-0.015112,-0.000290,0.002167,0.001205,12.316895,-2.308655,-43.923950
charlie,MI 5,63664685845.957016,261.395081,-0.010611,0.014562,0.992048,0.004820,0.010632,0.001629,-0.001511,0.002167,-0.000626,12.316895,-2.308655,-43.923950
charlie,MI 5,63664685845.962242,272.211395,-0.010855,0.015050,0.991562,0.002475,0.015280,-0.003120,-0.000900,0.000946,-0.001236,12.115479,-0.070190,-43.312073
charlie,MI 5,63664685845.966438,272.211395,-0.010367,0.013342,0.992537,0.007220,-0.001478,0.006393,0.000320,0.001556,0.000595,12.115479,-0.070190,-43.312073
charlie,MI 5,63664685845.973724,259.726196,-0.012319,0.014562,0.992781,-0.011817,0.010354,0.008717,0.000931,0.000320,0.002426,11.375427,-2.635193,-43.305969
charlie,MI 5,63664685845.975830,259.726196,-0.012319,0.014562,0.992781,0.004909,-0.013419,0.013380,0.000931,0.000320,0.002426,11.375427,-2.635193,-43.305969
charlie,MI 5,63664685845.981361,259.726196,-0.010611,0.012123,0.993268,-0.004604,0.015184,0.010893,-0.000900,0.000320,0.002426,11.375427,-2.635193,-43.305969
charlie,MI 5,63664685845.985367,263.296051,-0.008659,0.016270,0.991317,0.023927,0.026963,-0.005797,-0.000900,0.000320,-0.000626,13.096619,-2.130127,-44.543457
charlie,MI 5,63664685845.990120,263.296051,-0.008659,0.016270,0.991317,0.014269,0.026752,-0.015252,-0.000900,0.000320,-0.000626,13.096619,-2.130127,-44.543457
charlie,MI 5,63664685845.995071,265.950195,-0.010367,0.014074,0.992537,0.007081,0.005148,0.006242,0.000320,0.000946,0.000595,13.096619,-2.130127,-44.543457
charlie,MI 5,63664685845.999657,265.950195,-0.010367,0.014074,0.992537,0.014149,-0.004285,-0.005674,0.000320,0.000946,0.000595,11.897278,-1.478577,-44.256592
charlie,MI 5,63664685846.005226,269.667786,-0.011586,0.013829,0.992293,-0.004986,0.002876,0.003860,-0.000290,-0.000900,0.000595,10.704041,-0.686646,-44.129944
charlie,MI 5,63664685846.010506,260.529694,-0.012319,0.014074,0.993512,-0.012141,0.005297,0.015689,-0.000290,-0.000900,0.000595,10.704041,-0.686646,-44.129944
charlie,MI 5,63664685846.014771,260.529694,-0.010367,0.014806,0.991804,0.006937,0.012393,-0.001057,-0.000290,-0.000900,0.000595,10.704041,-0.686646,-44.129944
charlie,MI 5,63664685846.018929,260.529694,-0.010367,0.014806,0.991804,-0.007345,0.005148,0.022694,-0.000290,-0.000290,-0.000015,12.452698,-2.592468,-42.808533
charlie,MI 5,63664685846.024460,265.693237,-0.011098,0.014074,0.992781,-0.000000,0.005091,0.008267,0.000320,0.003387,-0.000626,13.737488,-1.675415,-45.167542
charlie,MI 5,63664685846.028633,265.693237,-0.009636,0.013342,0.995707,0.014350,-0.002023,0.036662,0.000320,0.003387,-0.000626,13.737488,-1.675415,-45.167542
charlie,MI 5,63664685846.033470,266.281769,-0.009392,0.014806,0.992048,0.016649,0.012218,0.000768,-0.000900,0.002777,0.001816,12.974548,-1.435852,-43.917847
charlie,MI 5,63664685846.037979,266.281769,-0.009392,0.014806,0.992048,-0.007089,0.002738,0.000761,0.000320,0.000946,0.000595,12.974548,-1.435852,-43.917847
charlie,MI 5,63664685846.043404,268.275116,-0.011342,0.013587,0.991804,-0.002208,0.000507,-0.001622,-0.003342,0.001556,0.001205,12.687683,-1.026917,-43.927002
charlie,MI 5,63664685846.048180,268.275116,-0.011831,0.014562,0.991804,-0.006954,0.010004,-0.001609,-0.000290,-0.000290,-0.000015,12.687683,-1.026917,-43.927002
charlie,MI 5,63664685846.052353,266.775726,-0.010611,0.013098,0.991804,0.004981,-0.004249,-0.001596,-0.001511,0.000320,0.001205,12.828064,-1.300049,-44.079590
charlie,MI 5,63664685846.057167,266.775726,-0.010367,0.013098,0.992048,0.007470,-0.004145,0.000793,-0.001511,0.003387,0.001205,12.828064,-1.300049,-44.079590
charlie,MI 5,63664685846.063820,265.203461,-0.011342,0.015293,0.991562,-0.002009,0.017310,-0.003949,-0.001511,0.001556,0.000595,12.808228,-1.597595,-42.332458
charlie,MI 5,63664685846.065956,265.203461,-0.011342,0.015293,0.991562,0.002872,0.002940,-0.006291,-0.001511,0.001556,0.000595,12.808228,-1.597595,-42.332458
charlie,MI 5,63664685846.071037,268.367615,-0.010855,0.013829,0.991317,0.031370,0.000596,-0.013366,-0.000290,0.002777,0.000595,12.687683,-1.026917,-43.927002
charlie,MI 5,63664685846.075722,268.367615,-0.011098,0.013829,0.993024,0.000257,0.002938,0.010472,-0.000900,0.000946,-0.000626,12.687683,-1.026917,-43.927002
charlie,MI 5,63664685846.080818,271.865204,-0.010855,0.014806,0.994245,0.002688,0.012373,0.022264,0.000320,-0.000290,-0.000626,12.724304,-0.187683,-42.980957
charlie,MI 5,63664685846.084938,271.865204,-0.010855,0.014806,0.994245,0.014544,0.000448,0.010201,0.000931,0.001556,-0.000626,12.724304,-0.187683,-42.980957
charlie,MI 5,63664685846.090775,258.608856,-0.011342,0.013587,0.992048,-0.002191,0.000457,0.000628,-0.000290,-0.000290,0.001205,12.278748,-3.021240,-42.967224
charlie,MI 5,63664685846.095413,258.608856,-0.010611,0.014806,0.992293,0.004925,0.012386,0.002997,-0.000290,-0.000290,0.001205,12.278748,-3.021240,-42.967224
charlie,MI 5,63664685846.100708,266.318939,-0.011342,0.012123,0.993268,-0.002242,-0.013835,0.012460,-0.001511,-0.000290,0.001205,11.752319,-1.339722,-44.895935
charlie,MI 5,63664685846.105995,266.318939,-0.011831,0.014318,0.991804,-0.006961,0.007587,-0.001882,0.000931,0.000320,0.001205,11.752319,-1.339722,-44.895935
charlie,MI 5,63664685846.111588,266.610321,-0.012075,0.013342,0.993512,-0.009151,-0.002036,0.014751,0.000931,0.000320,0.001205,11.752319,-1.339722,-44.895935
charlie,MI 5,63664685846.115753,266.610321,-0.008903,0.012123,0.991317,0.021907,-0.013953,-0.006720,0.001556,0.002777,-0.001236,11.752319,-1.339722,-44.895935
charlie,MI 5,63664685846.119232,266.610321,-0.010611,0.015781,0.991073,0.005125,0.021767,-0.009039,0.001556,0.002777,-0.001236,10.223389,-1.123047,-44.770813
charlie,MI 5,63664685846.127731,269.727203,-0.011586,0.013587,0.993512,-0.004419,0.000191,0.014763,0.000931,-0.000290,0.000595,12.556458,-0.604248,-44.567871
charlie,MI 5,63664685846.130051,269.727203,-0.011586,0.013587,0.993512,-0.009147,-0.014036,0.000401,0.000931,-0.000290,0.000595,12.556458,-0.604248,-44.567871
charlie,MI 5,63664685846.139824,256.261902,-0.010611,0.013587,0.993268,-0.013793,0.009792,0.019387,-0.002121,0.002167,0.000595,12.516785,-1.319885,-43.293762
